ID_Joueur;Poste;Period Name;Date;Jour;Unnamed: 5;TAGS;Semaine;Nombre de sance;Period Number;TDJ;MinutesJoues;Duration;Dure;Dist;Distance - Z1;Distance - Z1-2;Distance - Z1-3;Distance - Z1-3/min;Distance - Z2;Distance - Z2-4;Distance - Z2-6;Distance - Z3;Distance - Z3-6;Distance - Z4;HID 16;Distance - Z4-6/min;Distance - Z5;HID 21;Distance - Z5-6/min;Sup 24;% Marche;Running (Z3-4);Jogging & Walking (Z1-2);High Speed Running (Z5-6);High Speed Running (Z4-6);Speed - Avg;Speed - Avg (m/min);Speed - Avg (yard/min);%Vmax;Vmax;Speed Exertion;Speed Exertion /min;Accel Load;Accel Load - Density;Accel Load.1;Accel - Z1;Accel - Z1-3;Accel - Z1-3/min;Accel - Z2;Accel - Z2-3;Accel - % Z2-3;Accel - Z2-3/min;Accel - Z3;Accel - % Z3;Decel - Z1;Decel - Z1-3;Decel - Z1-3/min;Decel - Z2;Decel - Z2-3;Decel Z2-3/min;Decel - Z3;HR Exertion;HML Dist;% HMLD;Met. Load - Distance;Collisions;Running Imbalance
10;ATT;AM01;08/08/2020;samedi;6- Samedi;F/ Jmatch;Sem 32 2020;1.0;3;0,042;60,02;01:57:15;117;5519,83;2727,55;4297,42;5038,66;83,94;1569,87;2615,23;2792,18;741,24;1222,31;304,12;481,07;8,01;126,54;176,95;2,95;50,41;49,41;1045,36;4297,42;176,95;481,07;5,52;91,95;100,56;334,76;28,18;38,15;0,64;1507,54;0,42;2,73;24;26;0,43;2;2;7,69;0,03;0;0;20;33;0,55;6;13;0,22;7;6988,89;923,41;16,73;5521,17;9;-1,77
11;M;AM01;08/08/2020;samedi;6- Samedi;F/ Jmatch;Sem 32 2020;1.0;3;0,033;47,8;00:47:48;48;5471,64;2007,05;4043,48;5060,07;105,86;2036,43;3384,17;3464,56;1016,59;1428,13;331,15;411,54;8,61;55,5;80,39;1,68;24,89;36,68;1347,74;4043,48;80,39;411,54;6,87;114,47;125,19;381,32;26,9;46,07;0,96;1464,47;0,51;2,68;18;20;0,42;2;2;10;0,04;0;0;17;19;0,4;2;2;0,04;0;2868,09;1019,53;18,63;5471,61;3;0,13
12;DC;AM01;08/08/2020;samedi;6- Samedi;F/ Jmatch;Sem 32 2020;1.0;3;0,041;58,4;01:57:15;117;6303,92;2423,93;4259,16;5393,97;92,34;1835,23;3492,3;3880,29;1134,81;2045,06;522,26;910,25;15,58;226,46;387,99;6,64;161,53;38,45;1657,07;4259,16;387,99;910,25;6,48;107,92;118,02;308,32;30,83;56,06;0,96;1889,26;0,54;3;35;38;0,65;3;3;7,89;0,05;0;0;40;53;0,91;11;13;0,22;2;3505,98;1567,02;24,86;6305;5;-1,13
13;ATT;AM01;08/08/2020;samedi;6- Samedi;F/ Jmatch;Sem 32 2020;1.0;3;0,048;68,55;01:57:15;117;7581,73;3057,75;5411,75;6804,23;99,25;2354;4364,46;4522,39;1392,48;2168,39;617,98;775,91;11,32;157,25;157,93;2,3;0,68;40,33;2010,46;5411,75;157,93;775,91;6,64;110,59;120,95;299,3;24,19;59,86;0,87;2020,11;0,49;2,66;40;40;0,58;0;0;0;0;0;0;38;48;0,7;9;10;0,15;1;4112,99;1593,96;21,02;7581,37;5;2,47
14;DC;AM01;08/08/2020;samedi;6- Samedi;F/ Jmatch;Sem 32 2020;1.0;3;0,037;52,95;00:52:57;53;5142,88;2362,68;3793,99;4389,68;82,9;1431,31;2579,19;2780,18;595,69;1348,87;552,19;753,18;14,22;126,3;200,99;3,8;74,69;45,94;1147,88;3793,99;200,99;753,18;5,83;97,13;106,22;347,7;29,07;44,24;0,84;1535,62;0,48;2,99;27;28;0,53;1;1;3,57;0,02;0;0;26;31;0,59;5;5;0,09;0;3176,97;1083,09;21,06;5142,86;1;1,6
15;ATT;AM01;08/08/2020;samedi;6- Samedi;F/ Jmatch;Sem 32 2020;1.0;3;0,042;59,77;01:57:15;117;6377,31;2743,59;4983,09;6180,69;103,39;2239,5;3624,66;3633,14;1197,6;1393,64;187,56;196,04;3,28;8,48;8,48;0,14;0;43,02;1385,16;4983,09;8,48;196,04;6,4;106,68;116,66;250,02;20,84;54,53;0,91;1882,71;0,52;2,95;31;32;0,54;1;1;3,13;0,02;0;0;32;40;0,67;6;8;0,13;2;10819;1102,71;17,29;6377,74;5;6,92
16;M;AM01;08/08/2020;samedi;6- Samedi;F/ Jmatch;Sem 32 2020;1.0;3;0,048;68,77;01:57:15;117;8386,92;2632,6;5326,57;7282,74;105,9;2693,97;5486,01;5753,19;1956,17;3059,22;835,87;1103,05;16,04;222,8;267,18;3,89;44,38;31,39;2792,04;5326,57;267,18;1103,05;7,32;121,96;133,37;316,85;26,23;73,66;1,07;2193,34;0,53;2,62;29;32;0,47;3;3;9,38;0,04;0;0;56;66;0,96;9;10;0,15;1;10252,85;2161,49;25,77;8386,61;13;1,92
17;;RB REATH;;;;;;;1;0,042;60;01:00:00;;3954,07;1390,4;2465,28;2825,99;47,1;1074,88;2553,32;2563,68;360,71;1488,8;1117,73;1128,09;18,8;10,36;10,36;0,17;0;35,16;1478,44;2465,28;10,36;1128,09;3,95;65,9;72,07;263,11;21,2;35,52;0,59;1071,82;0,3;2,71;21;21;0,35;0;0;0;0;0;0;2;2;0,03;0;0;0;0;3554,29;1208,42;30,56;3954,07;6;-2,77
18;;Split 2;;;;;;;2;0,013;19,12;00:47:48;;2018,12;872,1;1313,1;1636,81;85,58;441;994,06;1145,94;323,71;704,94;229,35;381,23;19,93;88,8;151,88;7,94;63,08;43,21;553,06;1313,1;151,88;381,23;6,33;105,52;115,4;329,88;26,94;15,67;0,82;560,72;0,49;2,78;12;13;0,68;1;1;7,69;0,05;0;0;13;19;0,99;5;6;0,31;1;1147,93;564,69;27,98;2018,04;1;-3,16
19;;Split 2;;;;;;;2;0,014;20,72;00:47:48;;2289,11;781,54;1392,3;1869,37;90,17;610,76;1404,58;1507,68;477,07;896,92;316,75;419,85;20,25;93,42;103,1;4,97;9,68;34,14;793,82;1392,3;103,1;419,85;6,62;110,41;120,75;375,74;25,54;21,44;1,03;708,03;0,57;3,09;17;17;0,82;0;0;0;0;0;0;12;22;1,06;6;10;0,48;4;1244;697,68;30,48;2289,22;4;-5,16
20;;Split 2;;;;;;;2;0,019;27,07;00:47:48;;3314,42;1112,75;2087,71;2691,66;99,44;974,96;1928,05;2201,61;603,95;1226,65;349,14;622,7;23,01;191,64;273,56;10,11;81,92;33,57;953,09;2087,71;273,56;622,7;7,35;122,45;133,91;366,27;29,4;28,72;1,06;929,47;0,57;2,8;15;17;0,63;2;2;11,76;0,07;0;0;12;23;0,85;7;11;0,41;4;1624;936,1;28,24;3314,35;6;0,3
21;;Split 2;;;;;;;2;0,033;47,8;00:47:48;;5270,6;2330,77;3654,34;4579,25;95,8;1323,57;2781,33;2939,78;924,91;1616,21;532,85;691,3;14,46;129,95;158,45;3,31;28,5;44,22;1457,76;3654,34;158,45;691,3;6,62;110,26;120,59;335,6;27,97;41,27;0,86;1408,73;0,49;2,67;18;18;0,38;0;0;0;0;0;0;31;36;0,75;5;5;0,1;0;2867,98;1188,78;22,55;5270,56;2;-1,37
22;;Split 2;;;;;;;2;0,014;20,22;00:47:48;;2313,23;745,9;1403,18;1973,63;97,56;657,28;1466,97;1567,31;570,45;910,03;239,24;339,58;16,79;100,34;100,34;4,96;0;32,24;809,69;1403,18;100,34;339,58;6,86;114,35;125,05;323,73;23,83;22,86;1,13;667,34;0,55;2,88;11;11;0,54;0;0;0;0;0;0;14;19;0,94;5;5;0,25;0;1213,99;665,24;28,76;2313,2;0;2,22
23;;Split 2;;;;;;;2;0,033;47,8;00:47:48;;4937,28;1912,33;3295,07;4319,32;90,36;1382,74;2851,65;3024,91;1024,25;1642,17;444,66;617,92;12,93;146,81;173,26;3,62;26,45;38,73;1468,91;3295,07;173,26;617,92;6,2;103,29;112,96;389,2;25,95;37,06;0,78;1563,32;0,55;3,17;31;32;0,67;1;1;3,13;0,02;0;0;35;58;1,21;18;23;0,48;5;2868,05;1303,34;26,4;4937,25;9;3,73
24;;Split 2;;;;;;;2;0,033;47,8;00:47:48;;5352,09;2250,96;3741,19;4712,14;98,58;1490,23;2935,7;3101,1;970,95;1610,87;474,52;639,92;13,39;159,34;165,4;3,46;6,06;42,06;1445,47;3741,19;165,4;639,92;6,72;111,97;122,45;288,55;24,37;45,48;0,95;1469,92;0,51;2,75;32;33;0,69;1;1;3,03;0,02;0;0;26;33;0,69;6;7;0,15;1;2867,99;1201,81;22,45;5352,07;2;-4,44
25;;Split 2;;;;;;;2;0,013;18,62;00:47:48;;2122,76;803,53;1561,49;1956,54;105,06;757,96;1310,74;1319,82;395,05;561,86;157,73;166,81;8,96;9,08;9,08;0,49;0;37,85;552,78;1561,49;9,08;166,81;6,84;113,98;124,65;293,63;21,04;18,54;1;642;0,57;3,02;11;12;0,64;1;1;8,33;0,05;0;0;11;14;0,75;3;3;0,16;0;1118;473,24;22,29;2123,34;5;-5,5
26;;Split 2;;;;;;;2;0,019;26,97;00:47:48;;2628,1;1251,41;2039,08;2390,69;88,65;787,67;1284,4;1376,64;351,61;588,97;145,12;237,36;8,8;67,12;92,24;3,42;25,12;47,62;496,73;2039,08;92,24;237,36;5,85;97,45;106,58;334,76;28,18;15,38;0,57;725,27;0,45;2,76;11;12;0,44;1;1;8,33;0,04;0;0;9;15;0,56;1;6;0,22;5;3207,83;445,37;16,95;2629,49;5;0,01
27;;Split 2;;;;;;;2;0,033;47,8;00:47:48;;5471,64;2007,05;4043,48;5060,07;105,86;2036,43;3384,17;3464,56;1016,59;1428,13;331,15;411,54;8,61;55,5;80,39;1,68;24,89;36,68;1347,74;4043,48;80,39;411,54;6,87;114,47;125,19;381,32;26,9;46,07;0,96;1464,47;0,51;2,68;18;20;0,42;2;2;10;0,04;0;0;17;19;0,4;2;2;0,04;0;2868,09;1019,53;18,63;5471,61;3;0,13
28;;Split 2;;;;;;;2;0,019;26,87;00:47:48;;3155,46;1136,33;2080,63;2671,74;99,44;944,3;1822,98;2019,08;591,11;1074,78;287,57;483,67;18;127,29;196,1;7,3;68,81;36,01;878,68;2080,63;196,1;483,67;7,05;117,45;128,44;308,32;30,83;23,52;0,88;930,44;0,58;2,95;13;16;0,6;3;3;18,75;0,11;0;0;21;28;1,04;6;7;0,26;1;1612,99;810,59;25,69;3156,18;2;-0,94
29;;Split 2;;;;;;;2;0,033;47,8;00:47:48;;5261,66;2148,95;3732,65;4684,11;97,99;1583,7;3008,8;3112,67;951,46;1528,97;473,64;577,51;12,08;103,19;103,87;2,17;0,68;40,84;1425,1;3732,65;103,87;577,51;6,6;110,08;120,38;299,3;24,19;43,07;0,9;1398,16;0,49;2,66;29;29;0,61;0;0;0;0;0;0;26;33;0,69;7;7;0,15;0;2867,99;1112,89;21,15;5261,63;5;2,25
30;;Split 2;;;;;;;2;0,019;27,37;00:47:48;;2983,26;1308,38;2391,27;2903,29;106,08;1082,89;1674,66;1674,66;512,02;591,77;79,75;79,75;2,91;0;0;0;0;43,86;591,77;2391,27;0;79,75;6,54;109;119,2;241,86;20,15;20,62;0,75;897,01;0,55;3,01;16;16;0,58;0;0;0;0;0;0;16;17;0,62;1;1;0,04;0;5092,3;492,46;16,51;2983,73;3;4,93
31;;Split 2;;;;;;;2;0,033;47,8;00:47:48;;5859,84;1805,25;3749,15;5116,57;107,04;1943,9;3918,52;4053,73;1367,42;2109,83;607,2;742,41;15,53;116,37;135,21;2,83;18,84;30,81;1974,62;3749,15;135,21;742,41;7,36;122,59;134,07;316,85;26,23;54,35;1,14;1499,6;0,52;2,56;21;22;0,46;1;1;4,55;0,02;0;0;38;45;0,94;6;7;0,15;1;7068,69;1470,79;25,1;5859,81;10;2,14
32;;Split 3;;;;;;;3;0,037;52,95;00:52:57;;5651,91;2499,2;3801,49;4754,52;89,79;1302,29;2861,92;3152,68;953,03;1850,39;606,6;897,36;16,95;233,93;290,76;5,49;56,83;44,22;1559,63;3801,49;290,76;897,36;6,4;106,74;116,73;328,78;26,85;50,48;0,95;1589,89;0,5;2,81;29;32;0,6;3;3;9,38;0,06;0;0;27;41;0,77;12;14;0,26;2;3176,98;1410,9;24,96;5651,89;4;-2,92
33;;Split 3;;;;;;;3;0,037;52,95;00:52:57;;6153,64;2165,96;4163,23;5402,95;102,04;1997,27;3820,06;3987,63;1239,72;1990,36;583,07;750,64;14,18;149,67;167,57;3,16;17,9;35,2;1822,79;4163,23;167,57;750,64;6,97;116,22;127,1;373,25;25,37;61,09;1,15;1770,04;0,56;2,88;29;29;0,55;0;0;0;0;0;0;47;59;1,11;9;12;0,23;3;3176,98;1563,14;25,4;6153,59;5;-1,7
34;;Split 3;;;;;;;3;0,022;31,32;00:52:57;;3565,28;1399,7;2215,76;2899,91;92,56;816,06;1933,96;2163,44;684,15;1347,38;433,75;663,23;21,17;120,98;229,48;7,32;108,5;39,26;1117,9;2215,76;229,48;663,23;6,83;113,79;124,45;387,66;31,12;39,68;1,27;1066,88;0,57;2,99;21;24;0,77;3;3;12,5;0,1;0;0;26;37;1,18;6;11;0,35;5;1879,98;1023,31;28,7;3565,62;10;0,76
35;;Split 3;;;;;;;3;0,015;21,4;00:52:57;;2406,59;1009,31;1621,04;2080,94;97,23;611,73;1326,28;1394,43;459,9;782,7;254,65;322,8;15,08;47,97;68,15;3,18;20,18;41,94;714,55;1621,04;68,15;322,8;6,75;112,45;122,97;322,98;26,92;18,13;0,85;649,15;0,51;2,7;10;10;0,47;0;0;0;0;0;0;12;14;0,65;2;2;0,09;0;1284;555,01;23,06;2406,52;0;-1,6
36;;Split 3;;;;;;;3;0,037;52,95;00:52:57;;6014,67;1966,22;4072,85;5293,35;99,97;2106,63;3829,97;4048,18;1220,5;1941,55;502,84;721,05;13,62;149,53;218,21;4,12;68,68;32,69;1723,34;4072,85;218,21;721,05;6,82;113,59;124,23;377,7;26,65;58,28;1,1;1624,07;0,51;2,7;21;21;0,4;0;0;0;0;0;0;20;27;0,51;5;7;0,13;2;3176,98;1398,94;23,26;6014,67;6;7,52
37;;Split 3;;;;;;;3;0,037;52,95;00:52:57;;5908,1;2351,98;4100,77;5020,79;94,82;1748,79;3188,81;3556,14;920,02;1807,35;520;887,33;16,76;281,61;367,33;6,94;85,72;39,81;1440,02;4100,77;367,33;887,33;6,69;111,58;122,02;364,22;26,81;58,3;1,1;1634,6;0,51;2,77;27;30;0,57;3;3;10;0,06;0;0;31;42;0,79;7;11;0,21;4;3176,98;1456,49;24,65;5908,13;4;1,89
38;;Split 3;;;;;;;3;0,015;20,97;00:52:57;;2350,92;1000,02;1692,03;2121,11;101,15;692,01;1287,44;1350,63;429,08;658,62;166,35;229,54;10,95;63,19;63,19;3,01;0;42,54;595,43;1692,03;63,19;229,54;6,73;112,11;122,6;271,41;22,92;18,43;0,88;688,31;0,55;2,93;9;9;0,43;0;0;0;0;0;0;10;11;0,52;0;1;0,05;1;1257,99;554,34;23,58;2350,65;0;-4,86
39;;Split 3;;;;;;;3;0,037;52,95;00:52:57;;5320,23;2274,28;4022,08;5051,7;95,41;1747,8;2992,7;3045,1;1029,62;1297,3;215,28;267,68;5,06;27,06;52,4;0,99;25,34;42,75;1244,9;4022,08;52,4;267,68;6,03;100,48;109,88;415,05;29,75;42,64;0,81;1567,22;0,49;2,95;13;13;0,25;0;0;0;0;0;0;24;29;0,55;4;5;0,09;1;3190,1;971,66;18,26;5320,25;6;-7,31
40;;Split 3;;;;;;;3;0,023;33,05;00:52:57;;2891,74;1476,14;2258,34;2647,97;80,1;782,2;1330,83;1415,54;389,63;633,34;159;243,71;7,37;59,42;84,71;2,56;25,29;51,05;548,63;2258,34;84,71;243,71;5,25;87,47;95,66;325,99;27,44;22,76;0,69;782,27;0,39;2,71;13;14;0,42;1;1;7,14;0,03;0;0;11;18;0,54;5;7;0,21;2;3781,06;478,04;16,53;2891,68;4;-4,12
41;;Split 3;;;;;;;3;0,022;31,53;00:52:57;;3148,45;1287,6;2178,53;2722,23;86,29;890,93;1669,32;1861,21;543,7;970,28;234,69;426,58;13,52;99,17;191,89;6,08;92,72;40,9;778,39;2178,53;191,89;426,58;5,99;99,8;109,14;307,17;30,72;32,53;1,03;958,81;0,51;3,05;22;22;0,7;0;0;0;0;0;0;19;25;0,79;5;6;0,19;1;1892,99;756,44;24,03;3148,82;3;-1,35
42;;Split 3;;;;;;;3;0,014;20,75;00:52:57;;2320,07;908,8;1679,1;2120,12;102,15;770,3;1355,66;1409,72;441,02;639,42;144,34;198,4;9,56;54,06;54,06;2,6;0;39,17;585,36;1679,1;54,06;198,4;6,71;111,79;122,25;297,75;24,07;16,79;0,81;621,96;0,5;2,68;11;11;0,53;0;0;0;0;0;0;12;15;0,72;2;3;0,14;1;1245;481,07;20,73;2319,74;0;3,09
43;;Split 3;;;;;;;3;0,037;52,95;00:52:57;;5142,88;2362,68;3793,99;4389,68;82,9;1431,31;2579,19;2780,18;595,69;1348,87;552,19;753,18;14,22;126,3;200,99;3,8;74,69;45,94;1147,88;3793,99;200,99;753,18;5,83;97,13;106,22;347,7;29,07;44,24;0,84;1535,62;0,48;2,99;27;28;0,53;1;1;3,57;0,02;0;0;26;31;0,59;5;5;0,09;0;3176,97;1083,09;21,06;5142,86;1;1,6
44;;Split 3;;;;;;;3;0,023;32,4;00:52:57;;3394,05;1435,21;2591,82;3277,4;101,12;1156,61;1950;1958,48;685,58;801,87;107,81;116,29;3,59;8,48;8,48;0,26;0;42,29;793,39;2591,82;8,48;116,29;6,28;104,72;114,52;250,02;20,84;33,91;1,05;985,69;0,51;2,9;15;16;0,49;1;1;6,25;0,03;0;0;16;23;0,71;5;7;0,22;2;5726,7;610,25;17,98;3394,01;2;8,1
45;;Split 3;;;;;;;3;0,015;20,97;00:52:57;;2527,08;827,35;1577,42;2166,17;103,3;750,07;1567,49;1699,46;588,75;949,39;228,67;360,64;17,2;106,43;131,97;6,29;25,54;32,74;817,42;1577,42;131,97;360,64;7,23;120,51;131,79;310,15;25,67;19,31;0,92;693,74;0,55;2,75;8;10;0,48;2;2;20;0,1;0;0;18;21;1;3;3;0,14;0;3184,17;690,7;27,33;2526,8;3;1,27
46;ATT;AM02;11/08/2020;mardi;2- Mardi;B/ J-4;Sem 33 2020;2.0;1;0,043;62,52;01:50:27;110;7884,38;2670,68;4970,55;6592,65;105,45;2299,87;4982,6;5213,42;1622,1;2913,55;1060,63;1291,45;20,66;206,71;230,82;3,69;24,11;33,87;2682,73;4970,55;230,82;1291,45;7,57;126,11;137,92;358,48;25,39;82,38;1,32;2282,75;0,61;2,9;50;56;0,9;6;6;10,71;0,1;0;0;69;83;1,33;10;14;0,22;4;3749,97;2204,82;27,96;7884,68;8;0,67
47;LAT;AM02;11/08/2020;mardi;2- Mardi;B/ J-4;Sem 33 2020;2.0;2;0,044;63,97;01:50:27;110;7342,3;2928,69;4792,89;6007,66;93,91;1864,2;3924,47;4414,29;1214,77;2550,09;845,5;1335,32;20,87;302,07;489,82;7,66;187,75;39,89;2060,27;4792,89;489,82;1335,32;6,89;114,78;125,52;315,69;27,27;71,86;1,12;2113,95;0,55;2,88;44;46;0,72;2;2;4,35;0,03;0;0;38;63;0,98;12;25;0,39;13;3838,97;1931,5;26,31;7342,97;18;-2,65
48;DC;AM02;11/08/2020;mardi;2- Mardi;B/ J-4;Sem 33 2020;2.0;2;0,066;94,82;01:50:27;110;9551,27;4611,85;7018,14;8523,86;89,89;2406,29;4750,13;4936,81;1505,72;2530,52;838,12;1024,8;10,81;145,62;186,68;1,97;41,06;48,29;2343,84;7018,14;186,68;1024,8;6,04;100,72;110,15;336,55;28,05;74,33;0,78;2689,36;0,47;2,82;39;40;0,42;1;1;2,5;0,01;0;0;39;51;0,54;8;12;0,13;4;5688,97;1971,42;20,64;9549,92;3;-1,54
49;M;AM02;11/08/2020;mardi;2- Mardi;B/ J-4;Sem 33 2020;2.0;2;0,044;62,68;01:50:27;110;7461,81;2357,44;4961,94;6549,99;104,48;2604,5;4910,31;5104,29;1588,05;2499,79;717,76;911,74;14,54;148,96;193,98;3,09;45,02;31,59;2305,81;4961,94;193,98;911,74;7,14;119,03;130,17;347,51;25,68;68,72;1,1;2073,2;0,55;2,78;34;35;0,56;1;1;2,86;0,02;0;0;34;41;0,65;5;7;0,11;2;3761,98;1778,66;23,84;7461,73;6;6,27
50;LAT;AM02;11/08/2020;mardi;2- Mardi;B/ J-4;Sem 33 2020;2.0;2;0,044;62,68;01:50:27;110;7453,25;2682,28;4869,22;6161,78;98,29;2186,94;4434,87;4770,98;1292,56;2584,04;955,37;1291,48;20,6;283,66;336,11;5,36;52,45;35,99;2247,93;4869,22;336,11;1291,48;7,13;118,89;130,02;369,63;27,52;70,53;1,13;2258,43;0,6;3,03;39;41;0,65;2;2;4,88;0,03;0;0;47;69;1,1;17;22;0,35;5;3760,98;2047,28;27,47;7453,26;3;-1,48
51;DC;AM02;11/08/2020;mardi;2- Mardi;B/ J-4;Sem 33 2020;2.0;2;0,044;63,72;01:50:27;110;6137,61;2523,87;4365,65;5594,13;87,77;1841,78;3550,17;3613,82;1228,48;1772,04;479,91;543,56;8,53;63,65;63,65;1;0;41,12;1708,39;4365,65;63,65;543,56;5,78;96,3;105,32;334,38;24,06;45,16;0,71;1883,98;0,49;3,07;21;22;0,35;1;1;4,55;0,02;0;0;28;40;0,63;10;12;0,19;2;3823,99;1308,5;21,32;6137,68;1;2,9
52;ATT;AM02;11/08/2020;mardi;2- Mardi;B/ J-4;Sem 33 2020;2.0;2;0,043;62,27;01:50:27;110;6791,46;3016,35;5016,35;6052,53;97,18;2000;3667,75;3773,47;1036,18;1773,47;631,57;737,29;11,84;86,82;105,72;1,7;18,9;44,41;1667,75;5016,35;105,72;737,29;6,54;109,04;119,25;393,18;26,65;60,14;0,97;1905,48;0,51;2,81;32;33;0,53;1;1;3,03;0,02;0;0;30;34;0,55;3;4;0,06;1;3736,05;1431,33;21,08;6789,81;1;-3,51
53;M;AM02;11/08/2020;mardi;2- Mardi;B/ J-4;Sem 33 2020;2.0;2;0,044;62,75;01:50:27;110;6922,8;2850,73;5076,26;6337,78;100,99;2225,53;3955,96;4071,75;1261,52;1846,22;468,91;584,7;9,32;110,36;115,79;1,85;5,43;41,18;1730,43;5076,26;115,79;584,7;6,62;110,31;120,64;298,8;24,65;62,38;0,99;2062,41;0,55;2,98;32;33;0,53;1;1;3,03;0,02;0;0;36;44;0,7;5;8;0,13;3;3764,99;1449,83;20,94;6922,07;12;-7,42
54;ATT;AM02;11/08/2020;mardi;2- Mardi;B/ J-4;Sem 33 2020;2.0;2;0,045;64,2;01:50:27;110;6239,23;2896,22;4456,68;5323,56;82,91;1560,46;2874,12;3343,15;866,88;1782,69;446,78;915,81;14,26;233,6;469,03;7,3;235,43;46,42;1313,66;4456,68;469,03;915,81;5,83;97,17;106,27;358,03;30,13;50,67;0,79;1795,25;0,47;2,88;33;37;0,58;4;4;10,81;0,06;0;0;27;41;0,64;13;14;0,22;1;3852,98;1414,39;22,67;6239,37;5;0,22
55;M;AM02;11/08/2020;mardi;2- Mardi;B/ J-4;Sem 33 2020;2.0;2;0,045;64,68;01:50:27;110;7032,13;2939,48;5090,85;6350,71;98,18;2151,37;3982,27;4092,71;1259,86;1941,34;571,04;681,48;10,54;89,69;110,44;1,71;20,75;41,8;1830,9;5090,85;110,44;681,48;6,52;108,72;118,89;341,22;25,5;59,92;0,93;2006,72;0,52;2,85;28;28;0,43;0;0;0;0;0;0;28;37;0,57;8;9;0,14;1;3880,97;1436,11;20,42;7032,2;4;0,65
56;ATT;AM02;11/08/2020;mardi;2- Mardi;B/ J-4;Sem 33 2020;2.0;2;0,043;61,73;01:50:27;110;6923,59;2837,84;4988,03;6050,3;98;2150,19;3773,18;4084,73;1062,27;1934,54;560,72;872,27;14,13;204,35;311,55;5,05;107,2;40,99;1622,99;4988,03;311,55;872,27;6,73;112,14;122,64;342,33;27,67;61,29;0,99;1930,37;0,52;2,79;39;40;0,65;1;1;2,5;0,02;0;0;39;50;0,81;8;11;0,18;3;3703,97;1533,78;22,15;6922,55;9;1,67
57;DC;AM02;11/08/2020;mardi;2- Mardi;B/ J-4;Sem 33 2020;2.0;2;0,045;64,42;01:50:27;110;6944,62;2728,09;4944,74;6256,68;97,12;2216,65;4063,97;4216,26;1311,94;1999,61;535,38;687,67;10,67;94,36;152,29;2,36;57,93;39,28;1847,32;4944,74;152,29;687,67;6,47;107,8;117,89;347,36;29,04;65,75;1,02;2137,04;0,55;3,08;16;20;0,31;4;4;20;0,06;0;0;27;33;0,51;4;6;0,09;2;3864,99;1503,44;21,65;6944,35;4;-1,88
58;M;AM02;11/08/2020;mardi;2- Mardi;B/ J-4;Sem 33 2020;2.0;2;0,066;94,82;01:50:27;110;11278,96;4041,29;7337,1;9564,38;100,86;3295,81;6804,9;7237,38;2227,28;3941,57;1281,81;1714,29;18,08;302,85;432,48;4,56;129,63;35,83;3509,09;7337,1;432,48;1714,29;7,14;118,94;130,08;364,34;30,16;115,49;1,22;3080,52;0,54;2,73;53;55;0,58;2;2;3,64;0,02;0;0;53;78;0,82;20;25;0,26;5;5690,05;2934,78;26,02;11278,66;14;2,54
59;;MT1;;;;;;;1;0,033;47,07;00:49:27;;6107,17;2089,89;3887,84;5131,15;109;1797,95;3855,24;4016,85;1243,31;2218,9;813,98;975,59;20,72;137,5;161,61;3,43;24,11;34,22;2057,29;3887,84;161,61;975,59;7,78;129,74;141,88;358,48;25,39;64,05;1,36;1757,07;0,62;2,88;37;42;0,89;5;5;11,9;0,11;0;0;53;65;1,38;9;12;0,25;3;2823,98;1700,39;27,84;6107,32;5;0,02
60;;MT1;;;;;;;1;0,011;16,45;00:49:27;;1961,76;749,65;1319,89;1627,41;98,91;570,24;1100,56;1212,7;307,52;642,46;222,8;334,94;20,36;94,41;112,14;6,82;17,73;38,21;530,32;1319,89;112,14;334,94;7,15;119,23;130,39;287,89;24,87;22,9;1,39;584,27;0,59;2,98;13;13;0,79;0;0;0;0;0;0;10;16;0,97;2;6;0,36;4;987,99;482,34;24,59;1962,34;6;-1,29
61;;MT1;;;;;;;1;0,033;47,3;00:49:27;;5196,55;2322,36;3641,66;4522,5;95,59;1319,3;2767,52;2871,71;880,84;1552,41;567,38;671,57;14,19;72,05;104,19;2,2;32,14;44,69;1448,22;3641,66;104,19;671,57;6,59;109,84;120,12;336,55;28,05;44,02;0,93;1435,79;0,51;2,76;26;27;0,57;1;1;3,7;0,02;0;0;23;32;0,68;5;9;0,19;4;2837,99;1200,93;23,11;5195,13;1;-1,08
62;;MT1;;;;;;;1;0,022;31,57;00:49:27;;3884,36;1123,6;2627,93;3478,51;110,18;1504,33;2663,76;2760,68;850,58;1256,35;308,85;405,77;12,85;81,04;96,92;3,07;15,88;28,93;1159,43;2627,93;96,92;405,77;7,38;123,04;134,56;347,17;25,65;40,42;1,28;1081,15;0,57;2,78;14;15;0,48;1;1;6,67;0,03;0;0;16;20;0,63;3;4;0,13;1;1893,99;851,96;21,93;3884,28;4;5,97
63;;MT1;;;;;;;1;0,022;31,32;00:49:27;;3766,1;1329,46;2537,34;3287,32;104,92;1207,88;2379,73;2436,65;749,98;1228,77;421,87;478,79;15,28;56,92;56,92;1,82;0;35,3;1171,85;2537,34;56,92;478,79;7,21;120,2;131,45;318,27;23,69;37,57;1,2;1119,12;0,6;2,97;19;20;0,64;1;1;5;0,03;0;0;22;27;0,86;4;5;0,16;1;1878,99;895,1;23,77;3766,11;1;-1,83
